"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.310093750E0,-1.051862640E0,3.184178467E0,9.202413483E0,9.794377031E0
3.320074750E0,-1.063089294E0,3.207679596E0,9.179361420E0,9.781617622E0
3.330055750E0,-1.051114197E0,3.209326172E0,9.140442352E0,9.744347178E0
3.340036750E0,-1.036893768E0,3.210373993E0,9.126371613E0,9.729969613E0
3.350017750E0,-1.030008087E0,3.193758545E0,9.159303131E0,9.754683191E0
3.359998750E0,-1.030906219E0,3.182082825E0,9.174870758E0,9.765586115E0
3.369978750E0,-1.038839722E0,3.190914459E0,9.223669281E0,9.815151454E0
3.379959750E0,-1.058748322E0,3.196452942E0,9.228459320E0,9.823579838E0
3.389940750E0,-1.065184937E0,3.193608856E0,9.224866791E0,9.819975753E0
3.399921750E0,-1.059347076E0,3.216810608E0,9.217532043E0,9.820029719E0
3.409902750E0,-1.079555054E0,3.239413605E0,9.203311615E0,9.816322341E0
3.419883750E0,-1.093027039E0,3.239563293E0,9.207802277E0,9.822072144E0
3.429864750E0,-1.086291046E0,3.224744110E0,9.197922821E0,9.807180381E0
3.439844750E0,-1.081201630E0,3.210373993E0,9.170380096E0,9.776061029E0
3.449825750E0,-1.102008362E0,3.193010101E0,9.176517334E0,9.778456234E0
3.459806750E0,-1.123264160E0,3.174149323E0,9.186546478E0,9.784149554E0
3.469787750E0,-1.130449219E0,3.184028778E0,9.212891693E0,9.812916388E0
3.479768750E0,-1.123413849E0,3.168610840E0,9.216633911E0,9.810631681E0
3.489749750E0,-1.139729919E0,3.164718933E0,9.211544495E0,9.806476543E0
3.499730750E0,-1.134490814E0,3.187770996E0,9.182504883E0,9.786079361E0
3.509710750E0,-1.146166534E0,3.202290802E0,9.150022430E0,9.761724980E0
3.519691750E0,-1.148711243E0,3.228037262E0,9.177565155E0,9.796298498E0
3.529672750E0,-1.113684082E0,3.219055939E0,9.171427917E0,9.783542478E0
3.539653750E0,-1.074166260E0,3.195105743E0,9.166488190E0,9.766628876E0
3.549634750E0,-1.077758789E0,3.208727417E0,9.172475739E0,9.777106260E0
3.559615750E0,-1.091530151E0,3.248245239E0,9.167236633E0,9.786764670E0
3.569595750E0,-1.074166260E0,3.257226562E0,9.165590057E0,9.786286279E0
3.579576750E0,-1.070124664E0,3.244503021E0,9.164841614E0,9.780914500E0
3.589557750E0,-1.102307739E0,3.282673645E0,9.162296906E0,9.794830943E0
3.599538750E0,-1.144070892E0,3.334166565E0,9.168434143E0,9.822715995E0
3.609519750E0,-1.136137390E0,3.343896332E0,9.131311340E0,9.790469735E0
3.619500750E0,-1.105600891E0,3.335214386E0,9.106762390E0,9.761102887E0
3.629481750E0,-1.099014587E0,3.334016876E0,9.140891418E0,9.791802567E0
3.639461750E0,-1.144669647E0,3.354075165E0,9.142537994E0,9.805411250E0
3.649442750E0,-1.156045990E0,3.350931702E0,9.114246826E0,9.779298585E0
3.659423750E0,-1.197060699E0,3.336561584E0,9.170080719E0,9.831377214E0
3.669404750E0,-1.243015137E0,3.366798706E0,9.106313324E0,9.788021379E0
3.679385750E0,-1.283131714E0,3.417842560E0,9.079069977E0,9.785580535E0
3.689366750E0,-1.324296112E0,3.439397736E0,9.026080170E0,9.749530256E0
3.699346750E0,-1.418600006E0,3.476370850E0,8.994795227E0,9.746995508E0
3.709327750E0,-1.465153198E0,3.519481201E0,8.976383514E0,9.752378316E0
3.719308750E0,-1.532962189E0,3.544479218E0,8.948391724E0,9.746128484E0
3.729289750E0,-1.534459076E0,3.559298401E0,8.972192230E0,9.773607480E0
3.739270750E0,-1.487307129E0,3.554508362E0,8.916508026E0,9.713430268E0
3.749251750E0,-1.462758179E0,3.558699646E0,8.880133667E0,9.677849896E0
3.759233000E0,-1.469045105E0,3.580404510E0,8.785530396E0,9.600152827E0
3.769213000E0,-1.451531525E0,3.650907898E0,8.681945801E0,9.529546429E0
3.779194000E0,-1.478325806E0,3.732039185E0,8.613388367E0,9.502842881E0
3.789175000E0,-1.466799774E0,3.765868835E0,8.528065796E0,9.437222890E0
3.799156000E0,-1.522334290E0,3.819607086E0,8.503516846E0,9.445459159E0
3.809137000E0,-1.542841644E0,3.901037750E0,8.553812256E0,9.527127583E0
3.819118000E0,-1.558109894E0,3.920646973E0,8.570727081E0,9.552828996E0
3.829099000E0,-1.581012268E0,3.906576233E0,8.635991364E0,9.609437262E0
3.839079000E0,-1.587598572E0,3.900289307E0,8.695717163E0,9.661688407E0
3.849060000E0,-1.581161957E0,3.895199890E0,8.718320160E0,9.678933915E0
3.859041000E0,-1.608405304E0,3.870650940E0,8.790470123E0,9.738648331E0
3.869022000E0,-1.653311920E0,3.866908722E0,8.798403625E0,9.751837249E0
3.879003000E0,-1.665137329E0,3.834126892E0,8.922944641E0,9.853535021E0
3.888984000E0,-1.645677795E0,3.771706696E0,9.048084412E0,9.939912390E0
3.898964000E0,-1.682351532E0,3.708538055E0,9.042994995E0,9.917626715E0
3.908945000E0,-1.669627991E0,3.672014008E0,8.974138184E0,9.839029456E0
3.918926000E0,-1.527573395E0,3.698508911E0,9.098230133E0,9.939327955E0
3.928907000E0,-1.438059540E0,3.610641632E0,9.110354919E0,9.904711757E0
3.938888000E0,-1.356329498E0,3.508853302E0,8.979377289E0,9.735548146E0
3.948869000E0,-1.293460236E0,3.445684662E0,8.912316742E0,9.642363397E0
3.958850000E0,-1.134640503E0,3.397035828E0,8.797206116E0,9.498320743E0
3.968830000E0,-1.025966492E0,3.390000458E0,8.667725372E0,9.363448802E0
3.978811000E0,-9.361532593E-1,3.383114777E0,8.507259064E0,9.203005232E0
3.988792000E0,-9.237290955E-1,3.402274933E0,8.349936218E0,9.063673924E0
3.998773000E0,-8.479866028E-1,3.418441315E0,8.262967072E0,8.982285184E0
4.008754000E0,-8.232879639E-1,3.340303802E0,8.311765594E0,8.995603363E0
4.018735000E0,-9.412426758E-1,3.223696289E0,8.399034119E0,9.045547505E0
4.028716000E0,-1.076710968E0,3.188070374E0,8.639583893E0,9.271758682E0
4.038696000E0,-1.164129181E0,3.175945587E0,8.976084137E0,9.592284064E0
4.048677000E0,-1.277892609E0,3.180136871E0,9.548942871E0,1.014537284E1
4.058658000E0,-1.260229340E0,3.234773254E0,9.808952179E0,1.040516597E1
4.068639000E0,-9.945318604E-1,3.075055389E0,9.955198059E0,1.046666268E1
4.078620000E0,-7.128176880E-1,2.738405457E0,1.039573196E1,1.077396012E1
4.088601000E0,-5.113366699E-1,2.395917664E0,1.091634933E1,1.118787600E1
4.098581000E0,-2.230361938E-1,1.951940918E0,1.086380859E1,1.104002517E1
4.108562000E0,-5.403762817E-2,1.681603088E0,1.063673080E1,1.076897169E1
4.118543000E0,-1.017883301E-2,1.824256439E0,1.060020676E1,1.075604009E1
4.128524000E0,1.038839722E-1,2.075883179E0,1.009650421E1,1.030822391E1
4.138505000E0,3.682342529E-2,2.309397583E0,1.006177643E1,1.032346928E1
4.148486000E0,-8.547225952E-2,2.497406616E0,1.038480469E1,1.068122248E1
4.158467000E0,1.481918335E-2,2.480641479E0,1.043614792E1,1.072692804E1
4.168447000E0,2.401007080E-1,2.309247894E0,1.003453308E1,1.029961787E1
4.178428000E0,4.421804810E-1,2.146985321E0,9.718540192E0,9.962685030E0
4.188409000E0,7.228468323E-1,2.088756409E0,9.225465546E0,9.486549711E0
4.198390000E0,8.446934509E-1,2.206112366E0,8.881181488E0,9.189984952E0
4.208371000E0,7.481442261E-1,2.415377197E0,9.096433868E0,9.441338672E0
4.218352000E0,6.159690857E-1,2.571053467E0,9.422904968E0,9.786770248E0
4.228333000E0,5.001100159E-1,2.621348877E0,9.608518982E0,9.972222269E0
4.238313000E0,5.652246094E-1,2.690804443E0,9.981543274E0,1.035331413E1
4.248294000E0,8.819659424E-1,2.622546387E0,9.247020721E0,9.652098513E0
4.258275000E0,1.122515717E0,2.502945099E0,8.728648682E0,9.149540071E0
4.268256000E0,1.318158875E0,2.493664398E0,8.620274048E0,9.070007145E0
4.278237000E0,1.392254791E0,2.633623352E0,8.870403900E0,9.357265130E0
4.288218000E0,1.248254242E0,2.752176819E0,9.254804535E0,9.735708648E0
4.298198000E0,7.460485840E-1,2.885399780E0,9.434730377E0,9.894253770E0
4.308179000E0,6.086343384E-1,2.558329926E0,9.721983032E0,1.007136743E1
4.318160000E0,1.028211823E0,1.925446014E0,9.824220428E0,1.006378999E1
4.328141000E0,1.345402222E0,1.634451141E0,9.515412598E0,9.748056964E0
4.338122000E0,1.452429657E0,1.735790405E0,9.207203522E0,9.481303546E0
4.348103000E0,1.402733002E0,2.022144928E0,9.011710052E0,9.341715477E0
4.358084000E0,1.212778015E0,2.459834747E0,9.039701843E0,9.446577524E0
4.368064000E0,1.007105713E0,2.922522583E0,9.403445435E0,9.898494138E0
4.378045000E0,9.068142700E-1,3.163820801E0,9.547296295E0,1.009866034E1
4.388026000E0,8.559201050E-1,3.200494537E0,9.475146332E0,1.003763730E1
4.398007000E0,9.343569946E-1,3.020718384E0,9.361831970E0,9.881379478E0
4.407988000E0,9.789642334E-1,2.850372620E0,9.308842163E0,9.784556069E0
4.417969000E0,9.604028320E-1,2.833757172E0,9.174571381E0,9.650145767E0
4.427949000E0,7.860154724E-1,2.944077759E0,9.059909821E0,9.558628569E0
4.437930000E0,5.716612244E-1,3.068169708E0,9.207951965E0,9.722491518E0
4.447911000E0,4.098477173E-1,3.056943054E0,9.844129028E0,1.031599497E1
4.457892000E0,3.185375977E-1,3.008743286E0,1.011850845E1,1.056116545E1
4.467873000E0,7.903564453E-2,3.110531616E0,9.845027161E0,1.032502849E1
4.477854000E0,-1.826202393E-1,3.137026520E0,9.734407196E0,1.022902581E1
4.487834000E0,-4.373904419E-1,3.168760529E0,9.907597046E0,1.041118787E1
4.497815000E0,-6.935078430E-1,3.300187225E0,1.028556107E1,1.082427620E1
4.507796000E0,-8.604107666E-1,3.318000183E0,1.068552933E1,1.122185229E1
4.517777000E0,-9.033714294E-1,3.317850494E0,1.066382446E1,1.120452427E1
4.527758000E0,-8.788224792E-1,3.234174500E0,1.051593201E1,1.103707568E1
4.537739000E0,-7.200027466E-1,3.086132355E0,1.038435562E1,1.085713860E1
4.547720000E0,-4.872367859E-1,2.903063049E0,1.042941193E1,1.083687261E1
4.557700000E0,-3.499722290E-1,2.757715302E0,1.038749908E1,1.075302801E1
4.567681000E0,-2.574645996E-1,2.670147400E0,1.044902115E1,1.078786439E1
4.577662000E0,-2.258802795E-1,2.563868408E0,1.065663940E1,1.096304732E1
4.587643000E0,-2.233355713E-1,2.522254944E0,1.045875092E1,1.076090700E1
4.597624000E0,-9.175918579E-2,2.562521210E0,1.043779449E1,1.074813884E1
4.607605000E0,9.879455566E-3,2.633174286E0,1.054631882E1,1.087007567E1
4.617586000E0,1.496887207E-1,2.662962341E0,1.066951263E1,1.099783047E1
4.627566000E0,1.308279419E-1,2.694546661E0,1.082698517E1,1.115801530E1
4.637547000E0,5.089416504E-3,2.711760864E0,1.084569626E1,1.117957066E1
4.647528000E0,-5.852828979E-2,2.710413666E0,1.083252365E1,1.116661705E1
4.657509000E0,-3.502716064E-2,2.592159576E0,1.067969147E1,1.098982839E1
4.667490000E0,1.751358032E-2,2.371817780E0,1.041698776E1,1.068360709E1
4.677471000E0,8.247848511E-2,2.133962402E0,1.027777725E1,1.049729982E1
4.687451000E0,1.326242065E-1,1.951342163E0,9.984686737E0,1.017444321E1
4.697432000E0,7.604187012E-2,1.831740875E0,9.593400421E0,9.767005101E0
4.707413000E0,4.116439819E-2,1.707349548E0,9.452693024E0,9.605734870E0
4.717394000E0,-4.340972900E-3,1.682501221E0,9.308243408E0,9.459081591E0
4.727375000E0,-6.900650024E-2,1.748364258E0,9.100026398E0,9.266715703E0
4.737356000E0,-1.794767761E-1,1.817071381E0,8.982221375E0,9.165929366E0
4.747336000E0,-2.924917603E-1,1.856289825E0,8.917555847E0,9.113405820E0
4.757317042E0,-4.743635559E-1,1.880389709E0,8.780291290E0,8.991907550E0
4.767298042E0,-6.388714600E-1,1.870959320E0,8.875942383E0,9.093459116E0
4.777279042E0,-7.262896729E-1,1.890119476E0,8.897647247E0,9.125139717E0
4.787260042E0,-7.047344971E-1,1.900447998E0,8.713081055E0,8.945732769E0
4.797241042E0,-5.671705627E-1,1.903591461E0,8.513545990E0,8.742185552E0
4.807222042E0,-4.297563171E-1,1.882485352E0,8.536448364E0,8.752107876E0
4.817202042E0,-3.471281433E-1,1.826651459E0,8.543783112E0,8.743762540E0
4.827183042E0,-3.397933960E-1,1.781295776E0,8.632398834E0,8.820815372E0
4.837164042E0,-2.667453003E-1,1.786834259E0,8.849597168E0,9.032125982E0
4.847145042E0,-1.413061523E-1,1.759890289E0,8.807235260E0,8.982459250E0
4.857126042E0,-1.212478638E-2,1.772913208E0,8.640032959E0,8.820064500E0
4.867107042E0,7.244934082E-2,1.772015076E0,8.649912415E0,8.829851138E0
4.877087042E0,1.273851013E-1,1.767823792E0,8.585097198E0,8.766146350E0
4.887068042E0,1.911524963E-1,1.872905273E0,8.491841125E0,8.698027313E0
4.897049042E0,1.594184875E-1,2.002535706E0,8.311615906E0,8.550936935E0
4.907030042E0,5.388793945E-2,2.081571350E0,8.259075165E0,8.517521105E0
4.917011042E0,-2.903961182E-2,2.106269989E0,8.230035553E0,8.495334118E0
4.926992042E0,-7.319778442E-2,2.176324310E0,8.187973022E0,8.472582111E0
4.936973042E0,-9.355545044E-2,2.259850616E0,8.099357300E0,8.409236951E0
4.946953042E0,-1.155596924E-1,2.318678284E0,8.048612823E0,8.376741097E0
4.956934042E0,-1.655557251E-1,2.411036224E0,7.996521149E0,8.353732989E0
4.966915042E0,-2.281256104E-1,2.458188171E0,8.052055664E0,8.422014652E0
4.976896042E0,-2.757266235E-1,2.498155060E0,8.188721466E0,8.565743583E0
4.986877042E0,-2.823129272E-1,2.581831055E0,8.195607147E0,8.597297755E0
4.996858042E0,-2.981799316E-1,2.701432343E0,8.142916718E0,8.584505847E0
5.006838042E0,-3.213816833E-1,2.751128998E0,8.167914734E0,8.624779884E0
5.016819042E0,-3.847000122E-1,2.828069000E0,8.279133453E0,8.757283775E0
5.026800042E0,-4.360432434E-1,2.967129822E0,8.402327271E0,8.921496323E0
5.036781042E0,-4.300556946E-1,3.021167450E0,8.580157471E0,9.106673536E0
5.046762042E0,-4.412823486E-1,3.052302704E0,8.882229309E0,9.402408171E0
5.056743042E0,-4.938230896E-1,3.128943329E0,9.136700134E0,9.670234586E0
5.066723042E0,-5.072950745E-1,3.160377960E0,9.246571655E0,9.784907998E0
5.076704042E0,-4.514611816E-1,3.138074341E0,9.486822052E0,1.000255569E1
5.086685042E0,-4.140390015E-1,3.105741577E0,9.810149689E0,1.029835404E1
5.096666042E0,-4.562512207E-1,3.160228271E0,1.011446686E1,1.060649083E1
5.106647042E0,-5.694158936E-1,3.253933411E0,1.037911652E1,1.089212453E1
5.116628042E0,-6.288423157E-1,3.304378510E0,1.065634003E1,1.117461153E1
5.126609042E0,-6.953041077E-1,3.275787964E0,1.093595856E1,1.143719477E1
5.136589042E0,-7.393125916E-1,3.239712982E0,1.126692032E1,1.174673643E1
5.146570042E0,-7.896080017E-1,3.163371735E0,1.141705811E1,1.187348379E1
5.156551042E0,-7.840695190E-1,3.087180176E0,1.162497574E1,1.205344380E1
5.166532042E0,-7.089257812E-1,2.902913361E0,1.189636139E1,1.226592418E1
5.176513042E0,-6.581813049E-1,2.677631836E0,1.219244568E1,1.250034586E1
5.186494042E0,-6.189628601E-1,2.525398407E0,1.235919891E1,1.262974861E1
5.196474042E0,-5.215155029E-1,2.330354004E0,1.238494537E1,1.261306466E1
5.206455042E0,-4.444258118E-1,2.131866760E0,1.232596802E1,1.251686294E1
5.216436042E0,-4.077520752E-1,1.923350372E0,1.224558517E1,1.240241487E1
5.226417042E0,-3.635939026E-1,1.759890289E0,1.220097794E1,1.233261031E1
5.236398042E0,-2.438429260E-1,1.610201569E0,1.195234497E1,1.206278404E1
5.246379042E0,-1.103205872E-1,1.510508881E0,1.166838547E1,1.176626649E1
5.256360042E0,4.505630493E-2,1.471739502E0,1.131646729E1,1.141185695E1
5.266340042E0,1.251397705E-1,1.419049072E0,1.098790054E1,1.107986095E1
5.276321042E0,1.089733887E-1,1.416504364E0,1.078671890E1,1.087987429E1
5.286302042E0,1.302291870E-1,1.419348450E0,1.059511734E1,1.069055757E1
5.296283042E0,2.174977112E-1,1.388961639E0,1.030741562E1,1.040285232E1
5.306264042E0,2.754272461E-1,1.314416656E0,1.003543121E1,1.012489165E1
5.316245042E0,2.210902405E-1,1.342707825E0,9.785001984E0,9.879170462E0
5.326225042E0,1.877096558E-1,1.416953430E0,9.501341858E0,9.608251092E0
5.336206042E0,2.231858826E-1,1.363215179E0,9.309141541E0,9.411072404E0
5.346187042E0,2.357597351E-1,1.337319031E0,9.186696167E0,9.286516640E0
5.356168042E0,2.050735474E-1,1.303489380E0,9.067993011E0,9.163494802E0
5.366149042E0,1.664538574E-1,1.282532959E0,9.006620636E0,9.099000657E0
5.376130042E0,9.415420532E-2,1.285377045E0,8.988807678E0,9.080733596E0
5.386110042E0,5.059478760E-2,1.330283661E0,8.897048492E0,8.996092837E0
5.396091042E0,2.514770508E-2,1.376986542E0,8.802445221E0,8.909532323E0
5.406072042E0,1.451980591E-2,1.440005493E0,8.752299500E0,8.869981577E0
5.416053042E0,9.430389404E-3,1.525328064E0,8.594377899E0,8.728690973E0
5.426034042E0,-1.930984497E-2,1.588646393E0,8.330476685E0,8.480625686E0
5.436015042E0,-6.062393188E-2,1.690135345E0,8.203989716E0,8.376495687E0
5.445995042E0,-7.334747314E-2,1.813628540E0,8.045619049E0,8.247824817E0
5.455976042E0,-7.768844604E-2,1.913620605E0,7.771688690E0,8.004194176E0
5.465957042E0,-4.685256958E-2,1.983674927E0,7.549550629E0,7.805951324E0
5.475938042E0,-2.829116821E-2,2.034868469E0,7.505841522E0,7.776833998E0
5.485919042E0,-4.640350342E-3,2.011217651E0,7.464826813E0,7.731019164E0
5.495900042E0,2.514770508E-2,1.965263214E0,7.421866150E0,7.677694254E0
5.505881042E0,-7.619155884E-2,1.914518738E0,7.756121063E0,7.989280387E0
5.515861042E0,-1.990859985E-1,1.801354065E0,8.149353333E0,8.348441258E0
5.525842042E0,-1.978884888E-1,1.735790405E0,8.257578278E0,8.440362978E0
5.535823042E0,-9.145980835E-2,1.767075348E0,8.337212677E0,8.522912378E0
5.545804042E0,6.825805664E-2,1.850002899E0,8.358917542E0,8.561464381E0
5.555785042E0,7.424560547E-2,1.993404694E0,8.239465942E0,8.477498080E0
5.565766042E0,-1.257385254E-2,2.131866760E0,8.302484894E0,8.571829991E0
5.575746042E0,-8.622070312E-2,2.181114349E0,8.335266724E0,8.616342912E0
5.585727042E0,-1.420545959E-1,2.254461823E0,8.317304077E0,8.618603409E0
5.595708042E0,-1.740879822E-1,2.401306458E0,8.343349915E0,8.683781845E0
5.605689042E0,-2.802172852E-1,2.553539886E0,8.394842834E0,8.779093000E0
5.615670042E0,-4.534071350E-1,2.636018372E0,8.566685486E0,8.974534590E0
5.625651042E0,-5.394781494E-1,2.725083160E0,8.704548798E0,9.137082941E0
5.635631042E0,-6.462062073E-1,2.878663788E0,8.738079071E0,9.222706410E0
5.645612042E0,-7.470964050E-1,3.024161224E0,8.831933899E0,9.365188762E0
5.655593042E0,-8.243357849E-1,3.187172241E0,9.082063751E0,9.660304258E0
5.665574042E0,-8.713380432E-1,3.302582245E0,9.277257843E0,9.886040287E0
5.675555042E0,-8.159532166E-1,3.313210144E0,9.434131622E0,1.003224704E1
5.685536042E0,-7.213499451E-1,3.278781738E0,9.742789764E0,1.030498461E1
5.695517042E0,-7.403604126E-1,3.308420105E0,1.013078293E1,1.068300238E1
5.705497042E0,-8.175997925E-1,3.392545166E0,1.044976959E1,1.101705572E1
5.715478042E0,-8.075706482E-1,3.377276917E0,1.058778259E1,1.114267966E1
5.725459042E0,-7.111711121E-1,3.184627533E0,1.078582077E1,1.126860890E1
5.735440042E0,-6.493496704E-1,3.026556244E0,1.105196732E1,1.147726793E1
5.745421042E0,-6.556365967E-1,3.065175934E0,1.114043335E1,1.157300385E1
5.755401500E0,-6.993457031E-1,3.217559052E0,1.121557709E1,1.168892382E1
5.765381500E0,-7.409591675E-1,3.268303528E0,1.150836823E1,1.198638259E1
5.775362500E0,-8.042774963E-1,3.186124420E0,1.177167068E1,1.222172172E1
5.785343500E0,-9.500743103E-1,3.142415314E0,1.180684753E1,1.225475679E1
5.795324500E0,-1.114282837E0,3.172502747E0,1.185384979E1,1.232153216E1
5.805305500E0,-1.229243774E0,3.100652161E0,1.194351334E1,1.240050785E1
5.815286500E0,-1.256936188E0,2.862796783E0,1.197195419E1,1.237348703E1
5.825266500E0,-1.169368286E0,2.613115997E0,1.178828613E1,1.213093102E1
5.835247500E0,-9.348060608E-1,2.414778442E0,1.146286285E1,1.175169103E1
5.845228500E0,-6.099815369E-1,2.208357697E0,1.104837479E1,1.128341733E1
5.855209500E0,-2.993774414E-1,1.989063721E0,1.062310913E1,1.081186612E1
5.865190500E0,-9.610015869E-2,1.891017609E0,1.020547760E1,1.037964141E1
5.875171500E0,-1.112187195E-1,1.900747375E0,9.776469727E0,9.960149121E0
5.885152500E0,-3.074606323E-1,1.989213409E0,9.533824310E0,9.743988301E0
5.895132500E0,-5.644761658E-1,2.071991272E0,9.435329132E0,9.676632524E0
5.905113500E0,-8.226892090E-1,2.182910614E0,9.258995819E0,9.548346446E0
5.915094500E0,-9.452842712E-1,2.270628204E0,9.088350677E0,9.415276567E0
5.925075500E0,-9.319619751E-1,2.282154236E0,8.960067444E0,9.292986047E0
5.935056500E0,-8.717871094E-1,2.262844391E0,8.848998413E0,9.175252063E0
5.945037500E0,-8.141569519E-1,2.201022949E0,8.733887787E0,9.043680083E0
5.955017500E0,-7.664062500E-1,2.151925049E0,8.673114166E0,8.968894542E0
5.964998500E0,-6.643185425E-1,2.107916565E0,8.674161987E0,8.951296976E0
5.974979500E0,-6.249504089E-1,2.067051544E0,8.689280548E0,8.953594895E0
5.984960500E0,-6.147715759E-1,2.083966370E0,8.615783386E0,8.885526618E0
5.994941500E0,-5.637277222E-1,2.079326019E0,8.566685486E0,8.833430016E0
6.004922500E0,-5.134323120E-1,2.049537964E0,8.639883270E0,8.894481521E0
6.014903500E0,-4.754113770E-1,1.998344421E0,8.607550507E0,8.849255456E0
6.024883500E0,-4.396357727E-1,1.987566833E0,8.531209259E0,8.770703105E0
6.034864500E0,-3.971241760E-1,1.997446289E0,8.468040619E0,8.709489722E0
6.044845500E0,-3.517684937E-1,1.988015900E0,8.350684662E0,8.591267812E0
6.054826500E0,-3.239263916E-1,1.994602203E0,8.269703064E0,8.513010926E0
6.064807500E0,-3.132984924E-1,2.039808197E0,8.158484344E0,8.415452467E0
6.074788500E0,-3.552113342E-1,2.098186798E0,8.057145081E0,8.333435653E0
6.084768500E0,-3.802093506E-1,2.127226410E0,7.943231964E0,8.231924768E0
6.094749500E0,-4.143383789E-1,2.160307617E0,7.898475037E0,8.199055628E0
6.104730500E0,-4.608915710E-1,2.200873260E0,7.926466827E0,8.239243929E0
6.114711500E0,-5.072950745E-1,2.220183105E0,8.020321655E0,8.337392924E0
6.124692500E0,-5.272036743E-1,2.262545013E0,8.117769012E0,8.443650123E0
6.134673500E0,-4.153862000E-1,2.336940308E0,8.046367493E0,8.389151657E0
6.144654500E0,-2.186952209E-1,2.279759216E0,7.796986084E0,8.126384293E0
6.154634500E0,-7.664062500E-2,2.278112640E0,7.667954407E0,7.999574724E0
6.164615500E0,-2.342628479E-1,2.591411133E0,8.090675354E0,8.498783350E0
6.174596500E0,-3.393443298E-1,2.709814911E0,8.090525665E0,8.539019672E0
6.184577500E0,-4.451742554E-1,2.790197754E0,8.268655243E0,8.738080061E0
6.194558500E0,-5.625302124E-1,2.926564178E0,8.521180115E0,9.027276925E0
6.204539500E0,-6.568341064E-1,3.044518890E0,8.626860352E0,9.171872537E0
6.214519500E0,-6.936575317E-1,3.151246948E0,8.881780243E0,9.449737477E0
6.224500500E0,-6.128256226E-1,3.162024536E0,9.206155701E0,9.753320316E0
6.234481500E0,-4.673281860E-1,3.112477570E0,9.320368195E0,9.837437448E0
6.244462500E0,-3.619473267E-1,3.059787140E0,9.420210571E0,9.911290048E0
6.254443500E0,-3.132984924E-1,3.044668579E0,9.610165558E0,1.008580412E1
6.264424500E0,-2.613565063E-1,3.063080292E0,9.815388794E0,1.028555420E1
6.274405500E0,-1.884580994E-1,3.092568970E0,9.962682495E0,1.043333800E1
6.284385500E0,-1.802252197E-1,3.155737610E0,1.023616379E1,1.071308593E1
